u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.0148,1.9759,2.0000,-0.2070,-0.1484,31.3297,-7.8746,0.0000,0.3659,0.3659,0.0651,0.0000,0.0000,-0.0901,-0.0360,-0.1825
-0.0433,2.0406,2.0000,-0.2154,-0.1484,31.4903,-7.9933,0.0000,0.3700,0.3700,0.0389,0.0000,0.0000,-0.0901,-0.0360,-0.1900
-0.0053,1.9922,2.0000,-0.2238,-0.2394,31.6316,-8.1235,0.0000,0.3601,0.3601,0.0816,0.0000,0.0000,-0.1470,-0.0587,-0.1974
0.0020,1.9887,2.0000,-0.2313,-0.2394,31.7821,-8.2558,0.0000,0.3607,0.3607,0.0549,0.0000,0.0000,-0.1470,-0.0587,-0.2007
0.0965,1.9222,2.0000,-0.2397,-0.2394,31.9246,-8.3909,0.0000,0.3538,0.3538,0.0280,0.0000,0.0000,-0.1470,-0.0587,-0.1980
0.0332,1.9994,2.0000,-0.2313,-0.2221,32.0706,-8.5290,0.0000,0.3529,0.3529,0.0630,0.0000,0.0000,-0.1360,-0.0544,-0.2063
0.0542,1.9614,2.0000,-0.2397,-0.2221,32.2159,-8.6616,0.0000,0.3624,0.3624,0.0345,0.0000,0.0000,-0.1360,-0.0544,-0.2135
0.0123,2.0047,2.0000,-0.2481,-0.2221,32.3515,-8.8372,0.0000,0.3348,0.3348,0.0009,0.0000,0.0000,-0.1360,-0.0544,-0.2223
0.0578,1.9553,2.0000,-0.2397,-0.1766,32.4811,-8.9938,0.0000,0.3231,0.3231,0.0852,0.0000,0.0000,-0.1075,-0.0430,-0.2303
-0.1419,2.2296,2.0000,-0.2481,-0.1766,32.5951,-9.1586,0.0000,0.3098,0.3098,0.0552,0.0000,0.0000,-0.1075,-0.0430,-0.2273
-0.0841,2.0314,2.0000,-0.2565,-0.1766,32.7017,-9.3322,0.0000,0.2854,0.2854,0.0228,0.0000,0.0000,-0.1075,-0.0430,-0.2328
-0.0459,2.0123,2.0000,-0.2579,-0.1696,32.8139,-9.5014,0.0000,0.2711,0.2711,0.0514,0.0000,0.0000,-0.1032,-0.0412,-0.2388
-0.0721,2.0514,2.0000,-0.2543,-0.1696,32.9287,-9.6730,0.0000,0.2665,0.2665,0.0184,0.0000,0.0000,-0.1032,-0.0412,-0.2350
-0.0623,2.0322,2.0000,-0.2459,-0.1696,33.0284,-9.8630,0.0000,0.2390,0.2390,-0.0139,0.0000,0.0000,-0.1032,-0.0412,-0.2389
