%time,field.header.seq,field.header.stamp,field.header.frame_id,field.LLH.x,field.LLH.y,field.LLH.z,field.HorSpeed,field.SpeedDir,field.VerSpeed
1778036277955334644,1757,1778036277954871666,F2008915,24.789443726,120.995955273,101.92,0.0,81.68000030517578,-0.10000000149011612
1778036277955363608,1758,1778036277954926548,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036277993111922,1759,1778036277992500578,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036277993168095,1760,1778036277992597911,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036277993178566,1761,1778036277992651616,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036277993308929,1762,1778036277992740545,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036278026647060,1763,1778036278026107819,F2008915,24.789443682,120.99595529,101.914,0.009999999776482582,174.77999877929688,0.0
1778036278026707591,1764,1778036278026179725,F2008915,24.789443698,120.995955253,101.918,0.009999999776482582,336.0400085449219,-0.07000000029802322
1778036278026718875,1765,1778036278026243550,F2008915,24.789443698,120.995955253,101.918,0.009999999776482582,336.0400085449219,-0.07000000029802322
1778036278064408836,1766,1778036278064006989,F2008915,24.789443698,120.995955253,101.918,0.009999999776482582,336.0400085449219,-0.07000000029802322
1778036278064908662,1767,1778036278064139107,F2008915,24.789443698,120.995955253,101.918,0.009999999776482582,336.0400085449219,-0.07000000029802322
1778036278064921562,1768,1778036278064227521,F2008915,24.789443678,120.995955253,101.928,0.029999999329447746,133.6199951171875,0.019999999552965164
1778036278065002208,1769,1778036278064309662,F2008915,24.789443678,120.995955253,101.928,0.029999999329447746,133.6199951171875,0.019999999552965164
1778036278098137697,1770,1778036278097607278,F2008915,24.789443678,120.995955253,101.928,0.029999999329447746,133.6199951171875,0.019999999552965164
1778036278098160009,1771,1778036278097699934,F2008915,24.789443678,120.995955253,101.928,0.029999999329447746,133.6199951171875,0.019999999552965164
1778036278098178495,1772,1778036278097755134,F2008915,24.789443642,120.995955317,101.925,0.029999999329447746,133.6199951171875,0.019999999552965164
1778036278136202339,1773,1778036278135315476,F2008915,24.789443642,120.995955317,101.925,0.019999999552965164,142.22999572753906,0.029999999329447746
1778036278136221039,1774,1778036278135378449,F2008915,24.789443642,120.995955317,101.925,0.019999999552965164,142.22999572753906,0.029999999329447746
1778036278136634035,1775,1778036278135429709,F2008915,24.789443642,120.995955317,101.925,0.019999999552965164,142.22999572753906,0.029999999329447746
