u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.1782,1.8607,2.0000,0.0375,0.0491,41.0222,-63.0830,0.0000,0.0498,0.0498,0.0711,0.0000,0.0000,0.0296,0.0118,0.0000
0.1471,1.8982,2.0000,0.0291,0.0368,40.8058,-63.1141,0.0000,0.0611,0.0611,0.0497,0.0000,0.0000,0.0222,0.0089,0.0000
0.1674,1.8653,2.0000,0.0208,0.0368,40.6216,-63.1517,0.0000,0.0848,0.0848,0.0592,0.0000,0.0000,0.0222,0.0089,0.0000
-0.0332,2.1677,2.0000,0.0124,0.0368,40.4396,-63.2078,0.0000,0.1298,0.1298,0.0612,0.0000,0.0000,0.0222,0.0089,0.0000
0.1401,1.8658,2.0000,0.0040,0.0368,40.2591,-63.2393,0.0000,0.1393,0.1393,0.0680,0.0000,0.0000,0.0222,0.0089,0.0000
0.1433,1.8886,2.0000,-0.0044,-0.0321,40.0521,-63.2696,0.0000,0.1515,0.1515,0.0965,0.0000,0.0000,-0.0194,-0.0077,0.0000
0.1955,1.8182,2.0000,-0.0128,-0.0321,39.8778,-63.3076,0.0000,0.1789,0.1789,0.1045,0.0000,0.0000,-0.0194,-0.0077,0.0000
-0.0043,2.0737,2.0000,-0.0212,-0.0321,39.6957,-63.3294,0.0000,0.1927,0.1927,0.0993,0.0000,0.0000,-0.0194,-0.0077,0.0000
0.1957,1.7708,2.0000,-0.0296,-0.0321,39.5350,-63.3707,0.0000,0.2134,0.2134,0.1053,0.0000,0.0000,-0.0194,-0.0077,0.0000
0.2000,1.8204,2.0000,-0.0380,-0.0324,39.3670,-63.3932,0.0000,0.2192,0.2192,0.0971,0.0000,0.0000,-0.0195,-0.0078,0.0000
0.2000,1.6471,2.0000,-0.0464,-0.0324,39.1959,-63.4293,0.0000,0.2339,0.2339,0.0955,0.0000,0.0000,-0.0195,-0.0078,0.0000
0.2001,1.6821,2.0000,-0.0380,0.0235,38.9966,-63.4598,0.0000,0.2449,0.2449,0.0879,0.0000,0.0000,0.0142,0.0057,0.0000
0.2000,1.7339,2.0000,-0.0464,0.0235,38.7967,-63.4898,0.0000,0.2562,0.2562,0.0812,0.0000,0.0000,0.0142,0.0057,0.0000
0.0542,1.9995,2.0000,-0.0548,-0.0291,38.6174,-63.5100,0.0000,0.2591,0.2591,0.0150,0.0000,0.0000,-0.0175,-0.0070,0.0000
0.0141,2.0048,2.0000,-0.0632,-0.0318,38.4274,-63.5332,0.0000,0.2503,0.2503,0.0081,0.0000,0.0000,-0.0192,-0.0077,0.0000
0.2000,1.7906,2.0000,-0.0716,-0.0318,38.2465,-63.5621,0.0000,0.2481,0.2481,0.0011,0.0000,0.0000,-0.0192,-0.0077,0.0000
0.1520,1.8984,2.0000,-0.0800,-0.0330,38.0550,-63.5890,0.0000,0.2414,0.2414,-0.0078,0.0000,0.0000,-0.0199,-0.0079,0.0000
0.2000,1.8170,2.0000,-0.0716,0.0534,37.8613,-63.6072,0.0000,0.2381,0.2381,0.0682,0.0000,0.0000,0.0322,0.0129,0.0000
0.1359,1.9166,2.0000,-0.0632,0.0571,37.6976,-63.6319,0.0000,0.2488,0.2488,0.0577,0.0000,0.0000,0.0344,0.0138,0.0000
0.1025,1.9314,2.0000,-0.0548,0.0612,37.4859,-63.6415,0.0000,0.2366,0.2366,0.0435,0.0000,0.0000,0.0369,0.0148,0.0000
0.2000,1.6406,2.0000,-0.0632,0.0053,37.2962,-63.6566,0.0000,0.2280,0.2280,-0.0307,0.0000,0.0000,0.0032,0.0013,0.0000
