u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.2000,1.4788,1.9201,0.0108,-0.0046,51.7548,-62.0692,0.0000,0.0307,0.0307,-0.0224,0.0000,0.0000,-0.0028,-0.0011,0.0000
0.2000,1.7747,1.9401,0.0129,-0.0046,51.5746,-62.0918,0.0000,0.0268,0.0268,-0.0247,0.0000,0.0000,-0.0028,-0.0011,0.0000
0.2000,1.8002,1.9601,0.0113,-0.0046,51.3853,-62.1149,0.0000,0.0298,0.0298,-0.0221,0.0000,0.0000,-0.0028,-0.0011,0.0000
0.2000,1.8002,1.9801,0.0064,-0.0089,51.1902,-62.1434,0.0000,0.0359,0.0359,-0.0241,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.2000,1.8002,2.0000,0.0069,-0.0089,50.9931,-62.1599,0.0000,0.0293,0.0293,-0.0234,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.0855,1.9548,2.0000,0.0077,-0.0089,50.7903,-62.1846,0.0000,0.0289,0.0289,-0.0224,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.0628,1.9617,2.0000,0.0062,-0.0020,50.5986,-62.2046,0.0000,0.0286,0.0286,-0.0062,0.0000,0.0000,-0.0012,-0.0005,0.0000
-0.0073,2.0250,2.0000,-0.0021,-0.0020,50.4114,-62.2286,0.0000,0.0353,0.0353,-0.0036,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.1676,1.9112,2.0000,-0.0105,-0.0020,50.1970,-62.2475,0.0000,0.0303,0.0303,-0.0054,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.2001,1.8713,2.0000,-0.0188,-0.0020,50.0131,-62.2716,0.0000,0.0397,0.0397,-0.0006,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.2000,1.8399,2.0000,-0.0272,-0.0200,49.8189,-62.2935,0.0000,0.0367,0.0367,-0.0225,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.2000,1.8399,2.0000,-0.0188,-0.0200,49.6224,-62.3124,0.0000,0.0277,0.0277,-0.0265,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.2000,1.8399,2.0000,-0.0104,-0.0200,49.4213,-62.3339,0.0000,0.0208,0.0208,-0.0305,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.1209,1.9378,2.0000,-0.0021,-0.0200,49.2161,-62.3534,0.0000,0.0086,0.0086,-0.0356,0.0000,0.0000,-0.0120,-0.0048,0.0000
-0.0264,2.0434,2.0000,0.0063,-0.0078,49.0044,-62.3704,0.0000,-0.0021,-0.0021,-0.0138,0.0000,0.0000,-0.0047,-0.0019,0.0000
-0.0746,2.0434,2.0000,0.0147,-0.0058,48.7941,-62.3840,0.0000,-0.0107,-0.0107,-0.0160,0.0000,0.0000,-0.0035,-0.0014,0.0000
-0.2000,2.1066,2.0000,0.0230,-0.0058,48.5861,-62.3995,0.0000,-0.0157,-0.0157,-0.0163,0.0000,0.0000,-0.0035,-0.0014,0.0000
-0.1468,2.0895,2.0000,0.0269,-0.0102,48.3797,-62.4191,0.0000,-0.0172,-0.0172,-0.0312,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.1475,2.0674,2.0000,0.0353,-0.0102,48.1656,-62.4429,0.0000,-0.0140,-0.0140,-0.0289,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.1505,2.0552,2.0000,0.0436,-0.0102,47.9296,-62.4615,0.0000,-0.0184,-0.0184,-0.0265,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.1933,2.1357,2.0000,0.0421,-0.0102,47.7187,-62.4808,0.0000,-0.0172,-0.0172,-0.0207,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.2000,2.3478,2.0000,0.0458,0.0019,47.5065,-62.5025,0.0000,-0.0116,-0.0116,-0.0027,0.0000,0.0000,0.0011,0.0005,0.0000
-0.1499,2.1003,2.0000,0.0374,0.0019,47.2826,-62.5288,0.0000,0.0004,0.0004,0.0038,0.0000,0.0000,0.0011,0.0005,0.0000
-0.1509,2.1150,2.0000,0.0290,0.0019,47.0684,-62.5527,0.0000,0.0115,0.0115,0.0110,0.0000,0.0000,0.0011,0.0005,0.0000
-0.2000,2.2356,2.0000,0.0206,-0.0002,46.8400,-62.5909,0.0000,0.0329,0.0329,0.0089,0.0000,0.0000,-0.0001,-0.0000,0.0000
-0.1881,2.1368,2.0000,0.0122,-0.0002,46.6212,-62.6131,0.0000,0.0394,0.0394,0.0155,0.0000,0.0000,-0.0001,-0.0000,0.0000
-0.2000,2.2987,2.0000,0.0038,-0.0178,46.4126,-62.6449,0.0000,0.0580,0.0580,0.0215,0.0000,0.0000,-0.0107,-0.0043,0.0000
-0.2000,2.1800,2.0000,-0.0045,-0.0178,46.1949,-62.6759,0.0000,0.0669,0.0669,0.0228,0.0000,0.0000,-0.0107,-0.0043,0.0000
-0.1435,2.0925,2.0000,-0.0049,-0.0098,45.9895,-62.7080,0.0000,0.0817,0.0817,0.0433,0.0000,0.0000,-0.0059,-0.0024,0.0000
-0.2004,2.1804,2.0000,-0.0133,-0.0098,45.7741,-62.7372,0.0000,0.0904,0.0904,0.0398,0.0000,0.0000,-0.0059,-0.0024,0.0000
-0.1193,2.0614,2.0000,-0.0119,0.0000,45.5538,-62.7668,0.0000,0.0962,0.0962,0.0373,0.0000,0.0000,0.0000,0.0000,0.0000
-0.1858,2.1557,2.0000,-0.0203,0.0000,45.3411,-62.7871,0.0000,0.0995,0.0995,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000
-0.2000,2.2034,2.0000,-0.0260,0.0027,45.1259,-62.8170,0.0000,0.1082,0.1082,0.0408,0.0000,0.0000,0.0016,0.0006,0.0000
-0.1716,2.1189,2.0000,-0.0344,0.0027,44.8968,-62.8401,0.0000,0.1076,0.1076,0.0369,0.0000,0.0000,0.0016,0.0006,0.0000
-0.2000,2.1532,2.0000,-0.0428,0.0027,44.6979,-62.8765,0.0000,0.1301,0.1301,0.0378,0.0000,0.0000,0.0016,0.0006,0.0000
-0.2000,2.2830,2.0000,-0.0408,0.0130,44.4899,-62.8965,0.0000,0.1243,0.1243,0.0216,0.0000,0.0000,0.0079,0.0031,0.0000
-0.0594,2.0050,2.0000,-0.0492,0.0130,44.2803,-62.9148,0.0000,0.1150,0.1150,0.0146,0.0000,0.0000,0.0079,0.0031,0.0000
-0.1027,2.0730,2.0000,-0.0576,0.0130,44.0630,-62.9287,0.0000,0.1018,0.1018,0.0055,0.0000,0.0000,0.0079,0.0031,0.0000
-0.1034,2.0864,2.0000,-0.0492,0.0130,43.8324,-62.9463,0.0000,0.0916,0.0916,-0.0028,0.0000,0.0000,0.0079,0.0031,0.0000
-0.1754,2.1610,2.0000,-0.0576,-0.0117,43.6276,-62.9651,0.0000,0.0842,0.0842,-0.0269,0.0000,0.0000,-0.0070,-0.0028,0.0000
